Time(s),HeartRate(1/min),TotalLungVolume(mL),RespirationRate(1/min),BloodVolume(mL)
10.70,72.018546,2675.302067,12.048193,5492.541305
10.72,72.018546,2681.363486,12.048193,5492.542165
10.74,72.018546,2687.246225,12.048193,5492.542963
10.76,72.018546,2692.945987,12.048193,5492.543705
10.78,72.018546,2698.458570,12.048193,5492.544399
10.80,72.018546,2703.779871,12.048193,5492.545055
10.82,72.018546,2708.905889,12.048193,5492.545681
10.84,72.018546,2713.832734,12.048193,5492.546286
10.86,72.018546,2718.556626,12.048193,5492.546875
10.88,72.018546,2723.073900,12.048193,5492.547455
10.90,72.018546,2727.381012,12.048193,5492.548030
10.92,72.018546,2731.474541,12.048193,5492.548604
10.94,72.018546,2735.351192,12.048193,5492.549181
10.96,72.018546,2739.007803,12.048193,5492.549769
10.98,72.018546,2742.441344,12.048193,5492.550376
11.00,72.018546,2745.648924,12.048193,5492.551003
11.02,72.018546,2748.627792,12.048193,5492.551651
11.04,72.018546,2751.375343,12.048193,5492.552320
11.06,72.018546,2753.889117,12.048193,5492.553009
11.08,72.018546,2756.166806,12.048193,5492.553719
11.10,72.018546,2758.206254,12.048193,5492.554448
11.12,72.018546,2760.005461,12.048193,5492.555197
11.14,72.018546,2761.562586,12.048193,5492.555966
11.16,72.018546,2762.875948,12.048193,5492.556753
11.18,72.018546,2763.944031,12.048193,5492.557560
11.20,72.018546,2764.765482,12.048193,5492.558385
11.22,72.018546,2765.339116,12.048193,5492.559228
11.24,72.018546,2765.663919,12.048193,5492.560089
11.26,72.018546,2765.739047,12.048193,5492.560968
11.28,72.018546,2765.563828,12.048193,5492.561864
11.30,72.018546,2765.137767,12.048193,5492.562776
11.32,72.018546,2764.460543,12.048193,5492.563706
11.34,72.018546,2763.532010,12.048193,5492.564651
11.36,72.018546,2762.352205,12.048193,5492.565613
11.38,72.018546,2760.921340,12.048193,5492.566590
11.40,72.018546,2759.239807,12.048193,5492.567583
11.42,72.019547,2757.308182,12.048193,5492.568591
11.44,72.019547,2755.127217,12.048193,5492.569613
11.46,72.019547,2752.697850,12.048193,5492.570651
11.48,72.019547,2750.021197,12.048193,5492.571701
11.50,72.019547,2747.098558,12.048193,5492.572733
11.52,72.019547,2743.931413,12.048193,5492.573720
11.54,72.019547,2740.521423,12.048193,5492.574646
11.56,72.019547,2736.870432,12.048193,5492.575507
11.58,72.019547,2732.980462,12.048193,5492.576304
11.60,72.019547,2728.853714,12.048193,5492.577046
11.62,72.019547,2724.492568,12.048193,5492.577740
11.64,72.019547,2719.899584,12.048193,5492.578396
11.66,72.019547,2715.077493,12.048193,5492.579022
11.68,72.019547,2710.029205,12.048193,5492.579627
11.70,72.019547,2704.757799,12.048193,5492.580216
11.72,72.019547,2699.266529,12.048193,5492.580796
11.74,72.019547,2693.558814,12.048193,5492.581371
11.76,72.019547,2687.638241,12.048193,5492.581944
11.78,72.019547,2681.508563,12.048193,5492.582522
11.80,72.019547,2675.173693,12.048193,5492.583110
11.82,72.019547,2668.637701,12.048193,5492.583717
11.84,72.019547,2661.904816,12.048193,5492.584344
11.86,72.019547,2654.979416,12.048193,5492.584992
11.88,72.019547,2647.866029,12.048193,5492.585661
11.90,72.019547,2640.569330,12.048193,5492.586350
11.92,72.019547,2633.094131,12.048193,5492.587059
11.94,72.019547,2625.445383,12.048193,5492.587789
11.96,72.019547,2617.628170,12.048193,5492.588538
11.98,72.019547,2609.647704,12.048193,5492.589306
12.00,72.019547,2601.509316,12.048193,5492.590094
12.02,72.019547,2593.218460,12.048193,5492.590901
12.04,72.019547,2584.780698,12.048193,5492.591726
12.06,72.019547,2576.201702,12.048193,5492.592569
12.08,72.019547,2567.487244,12.048193,5492.593430
12.10,72.019547,2558.643190,12.048193,5492.594308
12.12,72.019547,2549.675496,12.048193,5492.595204
12.14,72.019547,2540.590200,12.048193,5492.596117
12.16,72.019547,2531.393416,12.048193,5492.597046
12.18,72.019547,2522.091327,12.048193,5492.597992
12.20,72.019547,2512.690178,12.048193,5492.598953
12.22,72.019547,2503.196268,12.048193,5492.599930
12.24,72.019547,2493.615943,12.048193,5492.600923
12.26,72.020455,2483.955592,12.048193,5492.601931
12.28,72.020455,2474.221633,12.048193,5492.602954
12.30,72.020455,2464.420509,12.048193,5492.603991
12.32,72.020455,2454.558681,12.048193,5492.605042
12.34,72.020455,2444.642617,12.048193,5492.606074
12.36,72.020455,2434.678787,12.048193,5492.607060
12.38,72.020455,2424.673653,12.048193,5492.607986
12.40,72.020455,2414.633661,12.048193,5492.608847
12.42,72.020455,2404.565234,12.048193,5492.609645
12.44,72.020455,2394.474761,12.048193,5492.610386
12.46,72.020455,2384.368594,12.048193,5492.611080
12.48,72.020455,2374.253035,12.048193,5492.611736
12.50,72.020455,2364.134330,12.048193,5492.612363
12.52,72.020455,2354.018662,12.048193,5492.612967
12.54,72.020455,2343.912141,12.048193,5492.613557
12.56,72.020455,2333.820801,12.048193,5492.614137
12.58,72.020455,2323.750585,12.048193,5492.614711
12.60,72.020455,2313.707346,12.048193,5492.615285
12.62,72.020455,2303.696834,12.048193,5492.615862
12.64,72.020455,2294.355299,12.048193,5492.616450
12.66,72.020455,2286.380817,12.048193,5492.617057
12.68,72.020455,2279.598437,12.048193,5492.617685
12.70,72.020455,2273.845361,12.048193,5492.618333
12.72,72.020455,2268.975070,12.048193,5492.619002
12.74,72.020455,2264.858334,12.048193,5492.619691
12.76,72.020455,2261.382645,12.048193,5492.620400
12.78,72.020455,2258.450909,12.048193,5492.621129
12.80,72.020455,2255.979840,12.048193,5492.621878
12.82,72.020455,2253.898319,12.048193,5492.622647
12.84,72.020455,2252.145807,12.048193,5492.623435
12.86,72.020455,2250.670908,12.048193,5492.624241
12.88,72.020455,2249.430070,12.048193,5492.625066
12.90,72.020455,2248.386445,12.048193,5492.625909
12.92,72.020455,2247.508899,12.048193,5492.626770
12.94,72.020455,2246.771150,12.048193,5492.627649
12.96,72.020455,2246.151031,12.048193,5492.628545
12.98,72.020455,2245.629860,12.048193,5492.629457
13.00,72.020455,2245.191901,12.048193,5492.630387
13.02,72.020455,2244.823904,12.048193,5492.631332
13.04,72.020455,2244.514719,12.048193,5492.632294
13.06,72.020455,2244.254965,12.048193,5492.633271
13.08,72.020455,2244.036751,12.048193,5492.634264
13.10,72.021189,2243.853445,12.048193,5492.635272
13.12,72.021189,2243.699467,12.048193,5492.636294
13.14,72.021189,2243.570131,12.048193,5492.637331
13.16,72.021189,2243.461496,12.048193,5492.638382
13.18,72.021189,2243.370250,12.048193,5492.639414
13.20,72.021189,2243.293613,12.048193,5492.640401
13.22,72.021189,2243.229245,12.048193,5492.641327
13.24,72.021189,2243.175185,12.048193,5492.642188
13.26,72.021189,2243.129781,12.048193,5492.642985
13.28,72.021189,2243.091647,12.048193,5492.643727
13.30,72.021189,2243.059621,12.048193,5492.644421
13.32,72.021189,2243.032724,12.048193,5492.645077
13.34,72.021189,2243.010135,12.048193,5492.645704
13.36,72.021189,2242.991163,12.048193,5492.646309
13.38,72.021189,2242.975231,12.048193,5492.646898
13.40,72.021189,2242.961850,12.048193,5492.647478
13.42,72.021189,2242.950612,12.048193,5492.648053
13.44,72.021189,2242.941175,12.048193,5492.648627
13.46,72.021189,2242.933249,12.048193,5492.649204
13.48,72.021189,2242.926592,12.048193,5492.649792
13.50,72.021189,2242.921002,12.048193,5492.650399
13.52,72.021189,2242.916307,12.048193,5492.651027
13.54,72.021189,2242.912364,12.048193,5492.651675
13.56,72.021189,2242.909053,12.048193,5492.652344
13.58,72.021189,2242.906272,12.048193,5492.653034
13.60,72.021189,2242.903937,12.048193,5492.653743
13.62,72.021189,2242.901976,12.048193,5492.654472
13.64,72.021189,2242.900329,12.048193,5492.655222
13.66,72.021189,2242.898945,12.048193,5492.655990
13.68,72.021189,2242.897784,12.048193,5492.656778
13.70,72.021189,2242.896808,12.048193,5492.657585
13.72,72.021189,2242.895989,12.048193,5492.658410
13.74,72.021189,2242.895301,12.048193,5492.659253
13.76,72.021189,2242.894723,12.048193,5492.660114
13.78,72.021189,2242.894237,12.048193,5492.660993
13.80,72.021189,2242.893830,12.048193,5492.661889
13.82,72.021189,2242.893488,12.048193,5492.662802
13.84,72.021189,2242.893200,12.048193,5492.663731
13.86,72.021189,2242.892959,12.048193,5492.664677
13.88,72.021189,2242.892756,12.048193,5492.665638
13.90,72.021189,2242.892586,12.048193,5492.666616
13.92,72.021189,2242.892443,12.048193,5492.667608
13.94,72.021728,2242.892323,12.048193,5492.668616
13.96,72.021728,2242.892222,12.048193,5492.669639
13.98,72.021728,2242.892137,12.048193,5492.670676
14.00,72.021728,2242.892066,12.048193,5492.671727
14.02,72.021728,2242.892006,12.048193,5492.672759
14.04,72.021728,2242.891956,12.048193,5492.673746
14.06,72.021728,2242.891914,12.048193,5492.674672
14.08,72.021728,2242.891879,12.048193,5492.675533
14.10,72.021728,2242.891849,12.048193,5492.676331
14.12,72.021728,2242.891824,12.048193,5492.677072
14.14,72.021728,2242.891803,12.048193,5492.677767
14.16,72.021728,2242.891785,12.048193,5492.678423
14.18,72.021728,2242.891771,12.048193,5492.679049
14.20,72.021728,2242.891758,12.048193,5492.679654
14.22,72.021728,2242.891748,12.048193,5492.680244
14.24,72.021728,2242.891739,12.048193,5492.680824
14.26,72.021728,2242.891732,12.048193,5492.681399
14.28,72.021728,2242.891725,12.048193,5492.681973
14.30,72.021728,2242.891720,12.048193,5492.682550
14.32,72.021728,2242.891716,12.048193,5492.683138
14.34,72.021728,2242.891712,12.048193,5492.683746
14.36,72.021728,2242.891709,12.048193,5492.684373
14.38,72.021728,2242.891707,12.048193,5492.685022
14.40,72.021728,2242.891704,12.048193,5492.685691
14.42,72.021728,2242.891703,12.048193,5492.686380
14.44,72.021728,2242.891701,12.048193,5492.687089
14.46,72.021728,2242.891700,12.048193,5492.687819
14.48,72.021728,2242.891699,12.048193,5492.688568
14.50,72.021728,2242.891698,12.048193,5492.689337
14.52,72.021728,2242.891697,12.048193,5492.690124
14.54,72.021728,2242.891696,12.048193,5492.690931
14.56,72.021728,2242.891696,12.048193,5492.691756
14.58,72.021728,2244.294651,12.048193,5492.692600
14.60,72.021728,2246.912230,12.048193,5492.693461
14.62,72.021728,2250.568620,12.048193,5492.694339
14.64,72.021728,2255.107164,12.048193,5492.695235
14.66,72.021728,2260.391884,12.048193,5492.696148
14.68,72.021728,2266.306552,12.048193,5492.697077
14.70,72.021728,2272.752714,12.048193,5492.698023
14.72,72.021728,2279.647379,12.048193,5492.698985
14.74,72.021728,2286.920750,12.048193,5492.699962
14.76,72.021728,2294.514140,12.048193,5492.700955
14.78,72.022287,2302.378145,12.048193,5492.701963
14.80,72.022287,2310.471075,12.048193,5492.702986
14.82,72.022287,2318.757627,12.048193,5492.704023
14.84,72.022287,2327.207775,12.048193,5492.705074
14.86,72.022287,2335.795851,12.048193,5492.706106
14.88,72.022287,2344.499773,12.048193,5492.707092
14.90,72.022287,2353.300419,12.048193,5492.708018
14.92,72.022287,2362.181100,12.048193,5492.708879
14.94,72.022287,2371.127134,12.048193,5492.709677
14.96,72.022287,2380.125489,12.048193,5492.710419
14.98,72.022287,2389.164494,12.048193,5492.711113
15.00,72.022287,2398.233594,12.048193,5492.711769
15.02,72.022287,2407.323158,12.048193,5492.712395
15.04,72.022287,2416.424313,12.048193,5492.713000
15.06,72.022287,2425.528808,12.048193,5492.713590
15.08,72.022287,2434.628906,12.048193,5492.714170
15.10,72.022287,2443.717294,12.048193,5492.714745
15.12,72.022287,2452.787005,12.048193,5492.715318
15.14,72.022287,2461.831358,12.048193,5492.715896
15.16,72.022287,2470.843909,12.048193,5492.716484
15.18,72.022287,2479.818406,12.048193,5492.717091
15.20,72.022287,2488.748760,12.048193,5492.717719
15.22,72.022287,2497.629014,12.048193,5492.718367
15.24,72.022287,2506.453323,12.048193,5492.719036
15.26,72.022287,2515.215933,12.048193,5492.719725
15.28,72.022287,2523.911172,12.048193,5492.720434
15.30,72.022287,2532.533433,12.048193,5492.721164
15.32,72.022287,2541.077172,12.048193,5492.721913
15.34,72.022287,2549.536896,12.048193,5492.722681
15.36,72.022287,2557.907159,12.048193,5492.723469
15.38,72.022287,2566.182565,12.048193,5492.724276
15.40,72.022287,2574.357757,12.048193,5492.725101
15.42,72.022287,2582.427423,12.048193,5492.725944
15.44,72.022287,2590.386294,12.048193,5492.726805
15.46,72.022287,2598.229144,12.048193,5492.727684
15.48,72.022287,2605.950793,12.048193,5492.728580
15.50,72.022287,2613.546109,12.048193,5492.729492
15.52,72.022287,2621.010008,12.048193,5492.730422
15.54,72.022287,2628.337461,12.048193,5492.731367
15.56,72.022287,2635.523493,12.048193,5492.732329
15.58,72.022287,2642.563190,12.048193,5492.733306
15.60,72.022287,2649.451700,12.048193,5492.734299
15.62,72.022948,2656.184237,12.048193,5492.735307
15.64,72.022948,2662.756088,12.048193,5492.736329
15.66,72.022948,2669.162612,12.048193,5492.737366
15.68,72.022948,2675.399249,12.048193,5492.738417
15.70,72.022948,2681.461521,12.048193,5492.739449
15.72,72.022948,2687.345037,12.048193,5492.740435
15.74,72.022948,2693.045497,12.048193,5492.741362
15.76,72.022948,2698.558698,12.048193,5492.742222
15.78,72.022948,2703.880534,12.048193,5492.743020
15.80,72.022948,2709.007004,12.048193,5492.743761
15.82,72.022948,2713.934217,12.048193,5492.744456
15.84,72.022948,2718.658390,12.048193,5492.745112
15.86,72.022948,2723.175858,12.048193,5492.745738
15.88,72.022948,2727.483076,12.048193,5492.746343
15.90,72.022948,2731.576622,12.048193,5492.746932
15.92,72.022948,2735.453200,12.048193,5492.747512
15.94,72.022948,2739.109646,12.048193,5492.748087
15.96,72.022948,2742.542930,12.048193,5492.748661
15.98,72.022948,2745.750161,12.048193,5492.749238
16.00,72.022948,2748.728587,12.048193,5492.749826
16.02,72.022948,2751.475601,12.048193,5492.750433
16.04,72.022948,2753.988745,12.048193,5492.751061
16.06,72.022948,2756.265709,12.048193,5492.751709
16.08,72.022948,2758.304337,12.048193,5492.752378
16.10,72.022948,2760.102630,12.048193,5492.753067
16.12,72.022948,2761.658746,12.048193,5492.753776
16.14,72.022948,2762.971004,12.048193,5492.754506
16.16,72.022948,2764.037889,12.048193,5492.755255
16.18,72.022948,2764.858047,12.048193,5492.756023
16.20,72.022948,2765.430295,12.048193,5492.756811
16.22,72.022948,2765.753619,12.048193,5492.757618
16.24,72.022948,2765.827174,12.048193,5492.758443
16.26,72.022948,2765.650292,12.048193,5492.759286
16.28,72.022948,2765.222476,12.048193,5492.760147
16.30,72.022948,2764.543405,12.048193,5492.761025
16.32,72.022948,2763.612938,12.048193,5492.761921
16.34,72.022948,2762.431110,12.048193,5492.762834
16.36,72.022948,2760.998135,12.048193,5492.763763
16.38,72.022948,2759.314407,12.048193,5492.764709
16.40,72.022948,2757.380502,12.048193,5492.765670
16.42,72.022948,2755.197175,12.048193,5492.766647
16.44,72.022948,2752.765365,12.048193,5492.767640
16.46,72.023623,2750.086190,12.048193,5492.768648
16.48,72.023623,2747.160952,12.048193,5492.769670
16.50,72.023623,2743.991132,12.048193,5492.770707
16.52,72.023623,2740.578394,12.048193,5492.771758
16.54,72.023623,2736.924583,12.048193,5492.772790
16.56,72.023623,2733.031724,12.048193,5492.773777
16.58,72.023623,2728.902021,12.048193,5492.774703
16.60,72.023623,2724.537856,12.048193,5492.775563
16.62,72.023623,2719.941790,12.048193,5492.776361
16.64,72.023623,2715.116559,12.048193,5492.777102
16.66,72.023623,2710.065074,12.048193,5492.777797
16.68,72.023623,2704.790418,12.048193,5492.778453
16.70,72.023623,2699.295846,12.048193,5492.779079
16.72,72.023623,2693.584782,12.048193,5492.779684
16.74,72.023623,2687.660815,12.048193,5492.780273
16.76,72.023623,2681.527702,12.048193,5492.780853
16.78,72.023623,2675.189357,12.048193,5492.781428
16.80,72.023623,2668.649855,12.048193,5492.782002
16.82,72.023623,2661.913427,12.048193,5492.782579
16.84,72.023623,2654.984457,12.048193,5492.783167
16.86,72.023623,2647.867474,12.048193,5492.783774
16.88,72.023623,2640.567157,12.048193,5492.784402
16.90,72.023623,2633.088321,12.048193,5492.785050
16.92,72.023623,2625.435923,12.048193,5492.785719
16.94,72.023623,2617.615047,12.048193,5492.786408
16.96,72.023623,2609.630911,12.048193,5492.787117
16.98,72.023623,2601.488849,12.048193,5492.787846
17.00,72.023623,2593.194319,12.048193,5492.788596
17.02,72.023623,2584.752886,12.048193,5492.789364
17.04,72.023623,2576.170227,12.048193,5492.790152
17.06,72.023623,2567.452116,12.048193,5492.790958
17.08,72.023623,2558.604425,12.048193,5492.791783
17.10,72.023623,2549.633111,12.048193,5492.792627
17.12,72.023623,2540.544218,12.048193,5492.793488
17.14,72.023623,2531.343863,12.048193,5492.794366
17.16,72.023623,2522.038232,12.048193,5492.795262
17.18,72.023623,2512.633574,12.048193,5492.796175
17.20,72.023623,2503.136191,12.048193,5492.797104
17.22,72.023623,2493.552435,12.048193,5492.798049
17.24,72.023623,2483.888696,12.048193,5492.799011
17.26,72.023623,2474.151396,12.048193,5492.799988
17.28,72.023623,2464.346983,12.048193,5492.800981
17.30,72.024205,2454.481919,12.048193,5492.801988
17.32,72.024205,2444.562676,12.048193,5492.803011
17.34,72.024205,2434.595728,12.048193,5492.804048
17.36,72.024205,2424.587539,12.048193,5492.805099
17.38,72.024205,2414.544559,12.048193,5492.806131
17.40,72.024205,2404.473212,12.048193,5492.807117
17.42,72.024205,2394.379892,12.048193,5492.808043
17.44,72.024205,2384.270952,12.048193,5492.808904
17.46,72.024205,2374.152698,12.048193,5492.809701
17.48,72.024205,2364.031377,12.048193,5492.810443
17.50,72.024205,2353.913175,12.048193,5492.811137
17.52,72.024205,2343.804205,12.048193,5492.811793
17.54,72.024205,2333.710500,12.048193,5492.812420
17.56,72.024205,2323.638008,12.048193,5492.813025
17.58,72.024205,2313.592581,12.048193,5492.813614
17.60,72.024205,2303.579973,12.048193,5492.814194
17.62,72.024205,2294.255283,12.048193,5492.814769
17.64,72.024205,2286.295600,12.048193,5492.815343
17.66,72.024205,2279.526060,12.048193,5492.815920
17.68,72.024205,2273.784032,12.048193,5492.816508
17.70,72.024205,2268.923193,12.048193,5492.817115
17.72,72.024205,2264.814511,12.048193,5492.817743
17.74,72.024205,2261.345664,12.048193,5492.818391
17.76,72.024205,2258.419728,12.048193,5492.819060
17.78,72.024205,2255.953568,12.048193,5492.819749
17.80,72.024205,2253.876194,12.048193,5492.820458
17.82,72.024205,2252.127183,12.048193,5492.821187
17.84,72.024205,2250.655237,12.048193,5492.821937
17.86,72.024205,2249.416888,12.048193,5492.822705
17.88,72.024205,2248.375360,12.048193,5492.823493
17.90,72.024205,2247.499579,12.048193,5492.824299
17.92,72.024205,2246.763315,12.048193,5492.825124
17.94,72.024205,2246.144446,12.048193,5492.825968
17.96,72.024205,2245.624327,12.048193,5492.826829
17.98,72.024205,2245.187251,12.048193,5492.827707
18.00,72.024205,2244.819997,12.048193,5492.828603
18.02,72.024205,2244.511436,12.048193,5492.829516
18.04,72.024205,2244.252207,12.048193,5492.830445
18.06,72.024205,2244.034435,12.048193,5492.831390
18.08,72.024205,2243.851499,12.048193,5492.832352
18.10,72.024205,2243.697833,12.048193,5492.833329
18.12,72.024205,2243.568758,12.048193,5492.834322
18.14,72.024615,2243.460343,12.048193,5492.835330
18.16,72.024615,2243.369282,12.048193,5492.836352
18.18,72.024615,2243.292799,12.048193,5492.837389
